region	chrom	start	end	span	n_sSNV	cn	tree_shape	n_nodes	n_nested	n_sibling	max_depth	has_cycle	n_populations
chr7:120661217-120818304	chr7	120661217	120818304	157087	7	gain	sibling_only	7	0	1	1	False	0
chr7:125750592-125912850	chr7	125750592	125912850	162258	7	gain	linear_nested	6	1	0	2	False	0
chr7:145686392-145857183	chr7	145686392	145857183	170791	7	gain	sibling_only	6	0	1	1	False	0
chr8:55412555-55566391	chr8	55412555	55566391	153836	7	loh	linear_nested	6	1	0	2	False	0
chr9:5029369-5136405	chr9	5029369	5136405	107036	7	gain	sibling_only	4	0	1	1	False	0
chr9:135515614-135655608	chr9	135515614	135655608	139994	7	gain	linear_nested	6	1	0	2	False	0
chr11:61485250-61621878	chr11	61485250	61621878	136628	7	gain	linear_nested	5	1	0	2	False	0
chr12:98269929-98358899	chr12	98269929	98358899	88970	7	loh	linear_nested	5	1	0	2	False	0
chr14:82793113-82937999	chr14	82793113	82937999	144886	7	gain	linear_nested	7	1	0	2	False	0
chr14:88569623-88721552	chr14	88569623	88721552	151929	7	gain	sibling_only	7	0	1	1	False	0
chr14:88938234-89051270	chr14	88938234	89051270	113036	7	gain	sibling_only	6	0	1	1	False	0
chr15:28815512-28979438	chr15	28815512	28979438	163926	7	loh	sibling_only	6	0	1	1	False	0
chr19:30109963-30241589	chr19	30109963	30241589	131626	7	gain	linear_nested	6	1	0	2	False	0
chr20:46404921-46532481	chr20	46404921	46532481	127560	7	gain	linear_nested	5	1	0	2	False	0
chr21:20386204-20533476	chr21	20386204	20533476	147272	7	neutral	linear_nested	6	1	0	2	False	0
chr21:36346446-36498677	chr21	36346446	36498677	152231	7	neutral	linear_nested	7	1	0	2	False	0
chr22:32856166-32978645	chr22	32856166	32978645	122479	7	gain	linear_nested	6	1	0	2	False	0
chr1:52017571-52105341	chr1	52017571	52105341	87770	6	gain	linear_nested	5	1	0	2	False	0
chr1:210973309-211030172	chr1	210973309	211030172	56863	6	gain	linear_nested	3	1	0	2	False	0
chr1:221970009-222003917	chr1	221970009	222003917	33908	6	gain	linear_nested	3	1	0	2	False	1
chr1:222161959-222297522	chr1	222161959	222297522	135563	6	gain	sibling_only	5	0	1	1	False	0
chr2:169103240-169181679	chr2	169103240	169181679	78439	6	gain	linear_nested	3	1	0	2	False	0
chr2:172172670-172272286	chr2	172172670	172272286	99616	6	gain	sibling_only	6	0	1	1	False	0
chr2:208057653-208181449	chr2	208057653	208181449	123796	6	neutral	linear_nested	6	1	0	2	False	0
chr2:239941457-240050670	chr2	239941457	240050670	109213	6	gain	linear_nested	4	1	0	2	False	0
chr3:106497970-106563024	chr3	106497970	106563024	65054	6	loh	linear_nested	5	1	0	2	False	0
chr3:162373883-162438875	chr3	162373883	162438875	64992	6	loh	sibling_only	4	0	1	1	False	0
chr4:594914-730855	chr4	594914	730855	135941	6	neutral	linear_nested	6	1	0	2	False	0
chr4:9602411-9649610	chr4	9602411	9649610	47199	6	loh	linear_nested	4	1	0	2	False	0
chr4:37993927-38110373	chr4	37993927	38110373	116446	6	neutral	sibling_only	5	0	1	1	False	0
chr4:60961707-61063329	chr4	60961707	61063329	101622	6	gain	linear_nested	6	1	0	2	False	0
chr4:103642223-103703280	chr4	103642223	103703280	61057	6	gain	linear_nested	4	1	0	2	False	0
chr4:136753947-136843116	chr4	136753947	136843116	89169	6	gain	linear_nested	5	1	0	2	False	0
chr5:11458911-11574172	chr5	11458911	11574172	115261	6	gain	linear_nested	5	1	0	2	False	0
chr5:35385689-35463108	chr5	35385689	35463108	77419	6	gain	linear_nested	6	1	0	2	False	0
chr5:37781274-37852630	chr5	37781274	37852630	71356	6	gain	linear_nested	6	1	0	2	False	0
chr5:146710058-146804381	chr5	146710058	146804381	94323	6	gain	sibling_only	3	0	1	1	False	0
chr6:62384148-62486959	chr6	62384148	62486959	102811	6	gain	linear_nested	6	1	0	2	False	0
chr6:75332254-75365103	chr6	75332254	75365103	32849	6	gain	sibling_only	2	0	1	1	False	1
chr6:76358050-76495211	chr6	76358050	76495211	137161	6	gain	sibling_only	6	0	1	1	False	0
chr6:81298897-81345055	chr6	81298897	81345055	46158	6	gain	sibling_only	4	0	1	1	False	0
chr7:26870754-27027755	chr7	26870754	27027755	157001	6	gain	linear_nested	6	1	0	2	False	0
chr7:71807770-71943011	chr7	71807770	71943011	135241	6	gain	linear_nested	5	1	0	2	False	0
chr7:114721214-114902069	chr7	114721214	114902069	180855	6	gain	linear_nested	6	1	0	2	False	0
chr7:132486378-132634675	chr7	132486378	132634675	148297	6	gain	sibling_only	6	0	1	1	False	0
chr7:133020654-133167317	chr7	133020654	133167317	146663	6	gain	sibling_only	6	0	1	1	False	0
chr7:152824410-152928069	chr7	152824410	152928069	103659	6	gain	sibling_only	6	0	1	1	False	0
chr8:3909075-4041704	chr8	3909075	4041704	132629	6	loh	linear_nested	5	1	0	2	False	0
chr8:66108851-66134925	chr8	66108851	66134925	26074	6	gain	sibling_only	3	0	1	1	False	1
chr8:81113147-81134980	chr8	81113147	81134980	21833	6	gain	sibling_only	4	0	1	1	False	2
chr8:82535025-82605457	chr8	82535025	82605457	70432	6	gain	sibling_only	6	0	1	1	False	0
chr8:98215531-98345372	chr8	98215531	98345372	129841	6	loh	sibling_only	6	0	1	1	False	0
chr8:130364169-130560637	chr8	130364169	130560637	196468	6	gain	sibling_only	6	0	1	1	False	0
chr9:93854298-93947684	chr9	93854298	93947684	93386	6	gain	linear_nested	5	1	0	2	False	0
chr9:130628310-130738384	chr9	130628310	130738384	110074	6	gain	sibling_only	6	0	1	1	False	0
chr9:136269095-136327376	chr9	136269095	136327376	58281	6	gain	sibling_only	5	0	1	1	False	0
chr9:138064522-138171255	chr9	138064522	138171255	106733	6	gain	linear_nested	6	1	0	2	False	0
chr10:42891383-43017408	chr10	42891383	43017408	126025	6	gain	sibling_only	5	0	1	1	False	0
chr10:43587867-43713209	chr10	43587867	43713209	125342	6	gain	linear_nested	5	1	0	2	False	0
chr10:53928600-54052129	chr10	53928600	54052129	123529	6	gain	linear_nested	6	1	0	2	False	0
chr11:10081747-10149853	chr11	10081747	10149853	68106	6	loh	sibling_only	5	0	1	1	False	0
chr11:54866428-54996135	chr11	54866428	54996135	129707	6	gain	sibling_only	6	0	1	1	False	0
chr12:63674150-63742074	chr12	63674150	63742074	67924	6	loh	linear_nested	5	1	0	2	False	0
chr13:20999718-21096469	chr13	20999718	21096469	96751	6	gain	sibling_only	6	0	1	1	False	0
chr13:91347491-91439611	chr13	91347491	91439611	92120	6	loh	sibling_only	5	0	1	1	False	0
chr14:25917106-26013532	chr14	25917106	26013532	96426	6	gain	linear_nested	6	1	0	2	False	0
chr14:34731464-34769012	chr14	34731464	34769012	37548	6	gain	linear_nested	2	1	0	2	False	0
chr15:83794387-83910655	chr15	83794387	83910655	116268	6	gain	sibling_only	5	0	1	1	False	0
chr15:86753680-86818362	chr15	86753680	86818362	64682	6	gain	linear_nested	5	1	0	2	False	0
chr15:88773033-88825088	chr15	88773033	88825088	52055	6	gain	sibling_only	5	0	1	1	False	0
chr15:100456259-100580747	chr15	100456259	100580747	124488	6	gain	sibling_only	6	0	1	1	False	0
chr17:62299094-62361686	chr17	62299094	62361686	62592	6	loh	sibling_only	3	0	1	1	False	0
chr18:47192364-47254920	chr18	47192364	47254920	62556	6	gain	linear_nested	5	1	0	2	False	0
chr19:22409594-22494785	chr19	22409594	22494785	85191	6	gain	sibling_only	6	0	1	1	False	0
chr20:1420422-1510318	chr20	1420422	1510318	89896	6	gain	linear_nested	4	1	0	2	False	0
chr20:30866884-30986672	chr20	30866884	30986672	119788	6	gain	linear_nested	6	1	0	2	False	0
chr20:39376868-39492762	chr20	39376868	39492762	115894	6	gain	linear_nested	6	1	0	2	False	0
chr20:54059737-54142204	chr20	54059737	54142204	82467	6	gain	linear_nested	5	1	0	2	False	0
chr20:54726228-54815542	chr20	54726228	54815542	89314	6	gain	sibling_only	4	0	1	1	False	0
chr22:30404239-30492467	chr22	30404239	30492467	88228	6	gain	linear_nested	5	1	0	2	False	0
chr1:20304224-20332194	chr1	20304224	20332194	27970	5	gain	linear_nested	2	1	0	2	False	2
chr1:25982249-26099082	chr1	25982249	26099082	116833	5	gain	linear_nested	4	1	0	2	False	0
chr1:45782059-45887857	chr1	45782059	45887857	105798	5	gain	sibling_only	4	0	1	1	False	0
chr1:61158348-61238452	chr1	61158348	61238452	80104	5	loh	linear_nested	3	1	0	2	False	0
chr1:89094435-89158084	chr1	89094435	89158084	63649	5	gain	sibling_only	5	0	1	1	False	0
chr1:109265333-109325485	chr1	109265333	109325485	60152	5	loh	sibling_only	3	0	1	1	False	0
chr1:110527011-110584633	chr1	110527011	110584633	57622	5	loh	sibling_only	4	0	1	1	False	0
chr1:145931052-145973032	chr1	145931052	145973032	41980	5	gain	linear_nested	5	1	0	2	False	0
chr1:147316571-147391462	chr1	147316571	147391462	74891	5	gain	linear_nested	5	1	0	2	False	0
chr1:157095426-157170614	chr1	157095426	157170614	75188	5	gain	linear_nested	4	1	0	2	False	0
chr1:166177492-166221021	chr1	166177492	166221021	43529	5	gain	linear_nested	4	1	0	2	False	0
chr1:195304687-195368172	chr1	195304687	195368172	63485	5	gain	sibling_only	3	0	1	1	False	0
chr1:196008118-196075334	chr1	196008118	196075334	67216	5	gain	sibling_only	5	0	1	1	False	0
chr1:200119601-200243879	chr1	200119601	200243879	124278	5	gain	linear_nested	5	1	0	2	False	0
chr1:216621072-216647739	chr1	216621072	216647739	26667	5	gain	linear_nested	4	1	0	2	False	1
chr1:228134391-228198163	chr1	228134391	228198163	63772	5	gain	linear_nested	4	1	0	2	False	0
chr1:238744789-238830857	chr1	238744789	238830857	86068	5	gain	linear_nested	3	1	0	2	False	0
chr2:70773468-70857554	chr2	70773468	70857554	84086	5	loh	linear_nested	5	1	0	2	False	0
chr2:90050493-90072616	chr2	90050493	90072616	22123	5	gain	linear_nested	4	1	0	2	False	4
chr2:119314913-119391175	chr2	119314913	119391175	76262	5	loh	sibling_only	3	0	1	1	False	0
chr2:140513045-140600177	chr2	140513045	140600177	87132	5	loh	sibling_only	5	0	1	1	False	0
chr2:174499058-174572982	chr2	174499058	174572982	73924	5	gain	linear_nested	5	1	0	2	False	0
chr2:175819450-175889085	chr2	175819450	175889085	69635	5	gain	linear_nested	4	1	0	2	False	0
chr2:176138110-176221923	chr2	176138110	176221923	83813	5	gain	linear_nested	5	1	0	2	False	0
chr2:178911547-178959427	chr2	178911547	178959427	47880	5	gain	linear_nested	5	1	0	2	False	0
chr2:221346723-221393379	chr2	221346723	221393379	46656	5	neutral	sibling_only	4	0	1	1	False	0
chr2:229543930-229652708	chr2	229543930	229652708	108778	5	gain	linear_nested	4	1	0	2	False	0
chr2:232648534-232671461	chr2	232648534	232671461	22927	5	gain	linear_nested	5	1	0	2	False	3
chr2:234265633-234288392	chr2	234265633	234288392	22759	5	gain	linear_nested	4	1	0	2	False	2
chr3:98992611-99092077	chr3	98992611	99092077	99466	5	loh	linear_nested	4	1	0	2	False	0
chr3:129143691-129232058	chr3	129143691	129232058	88367	5	loh	linear_nested	5	1	0	2	False	0
chr3:179502007-179563151	chr3	179502007	179563151	61144	5	gain	linear_nested	4	1	0	2	False	0
chr3:192525926-192592314	chr3	192525926	192592314	66388	5	gain	sibling_only	5	0	1	1	False	0
chr3:194404912-194417985	chr3	194404912	194417985	13073	5	loh	sibling_only	3	0	1	1	False	2
chr4:33872752-33964745	chr4	33872752	33964745	91993	5	gain	linear_nested	5	1	0	2	False	0
chr4:35722123-35777662	chr4	35722123	35777662	55539	5	gain	linear_nested	4	1	0	2	False	0
chr4:37237453-37345837	chr4	37237453	37345837	108384	5	gain	linear_nested	5	1	0	2	False	0
chr4:46331321-46369600	chr4	46331321	46369600	38279	5	gain	linear_nested	3	1	0	2	False	0
chr4:70349407-70430722	chr4	70349407	70430722	81315	5	gain	linear_nested	5	1	0	2	False	0
chr4:87251011-87342763	chr4	87251011	87342763	91752	5	gain	linear_nested	4	1	0	2	False	0
chr4:94972065-95093841	chr4	94972065	95093841	121776	5	gain	sibling_only	5	0	1	1	False	0
chr4:99734088-99835333	chr4	99734088	99835333	101245	5	gain	sibling_only	5	0	1	1	False	0
chr4:111452880-111539678	chr4	111452880	111539678	86798	5	gain	linear_nested	4	1	0	2	False	0
chr4:117357332-117416794	chr4	117357332	117416794	59462	5	gain	linear_nested	4	1	0	2	False	0
chr4:158161076-158206435	chr4	158161076	158206435	45359	5	loh	linear_nested	3	1	0	2	False	0
chr5:2672854-2741850	chr5	2672854	2741850	68996	5	gain	sibling_only	4	0	1	1	False	0
chr5:4281398-4337935	chr5	4281398	4337935	56537	5	gain	sibling_only	5	0	1	1	False	0
chr5:12193888-12270160	chr5	12193888	12270160	76272	5	gain	sibling_only	4	0	1	1	False	0
chr5:26934078-27035352	chr5	26934078	27035352	101274	5	gain	sibling_only	5	0	1	1	False	0
chr5:27921697-27983294	chr5	27921697	27983294	61597	5	gain	linear_nested	5	1	0	2	False	0
chr5:165211052-165290128	chr5	165211052	165290128	79076	5	loh	sibling_only	4	0	1	1	False	0
chr5:166608389-166687636	chr5	166608389	166687636	79247	5	loh	sibling_only	4	0	1	1	False	0
chr6:66833406-66915644	chr6	66833406	66915644	82238	5	neutral	linear_nested	4	1	0	2	False	0
chr6:67736742-67832323	chr6	67736742	67832323	95581	5	neutral	linear_nested	4	1	0	2	False	0
chr6:73788228-73794709	chr6	73788228	73794709	6481	5	gain	linear_nested	2	1	0	2	False	1
chr6:96885182-96907184	chr6	96885182	96907184	22002	5	loss	sibling_only	2	0	1	1	False	1
chr6:117431665-117528813	chr6	117431665	117528813	97148	5	gain	sibling_only	5	0	1	1	False	0
chr6:123024931-123074104	chr6	123024931	123074104	49173	5	gain	sibling_only	5	0	1	1	False	0
chr6:170372488-170408269	chr6	170372488	170408269	35781	5	gain	sibling_only	3	0	1	1	False	0
chr7:31408181-31475424	chr7	31408181	31475424	67243	5	gain	sibling_only	5	0	1	1	False	0
chr7:32014294-32083735	chr7	32014294	32083735	69441	5	gain	linear_nested	4	1	0	2	False	0
chr7:37610220-37661200	chr7	37610220	37661200	50980	5	gain	linear_nested	4	1	0	2	False	0
chr7:44954417-45043767	chr7	44954417	45043767	89350	5	gain	sibling_only	4	0	1	1	False	0
chr7:47620620-47688261	chr7	47620620	47688261	67641	5	gain	linear_nested	4	1	0	2	False	0
chr7:53446560-53526670	chr7	53446560	53526670	80110	5	gain	linear_nested	5	1	0	2	False	0
chr7:62518999-62597595	chr7	62518999	62597595	78596	5	gain	linear_nested	5	1	0	2	False	0
chr7:96561790-96683741	chr7	96561790	96683741	121951	5	gain	sibling_only	4	0	1	1	False	0
chr7:111779370-111848242	chr7	111779370	111848242	68872	5	gain	sibling_only	5	0	1	1	False	0
chr7:128371416-128490127	chr7	128371416	128490127	118711	5	gain	sibling_only	5	0	1	1	False	0
chr7:148965652-148991755	chr7	148965652	148991755	26103	5	gain	linear_nested	4	1	0	2	False	4
chr7:151091089-151181250	chr7	151091089	151181250	90161	5	gain	linear_nested	4	1	0	2	False	0
chr8:46061962-46105284	chr8	46061962	46105284	43322	5	loh	linear_nested	4	1	0	2	False	0
chr8:53165077-53308452	chr8	53165077	53308452	143375	5	gain	sibling_only	5	0	1	1	False	0
chr8:74062971-74121917	chr8	74062971	74121917	58946	5	gain	sibling_only	3	0	1	1	False	0
chr8:89733073-89801644	chr8	89733073	89801644	68571	5	loh	sibling_only	3	0	1	1	False	0
chr8:94915474-94944798	chr8	94915474	94944798	29324	5	loh	linear_nested	3	1	0	2	False	0
chr8:107643022-107759200	chr8	107643022	107759200	116178	5	gain	sibling_only	5	0	1	1	False	0
chr8:129109208-129190729	chr8	129109208	129190729	81521	5	gain	sibling_only	3	0	1	1	False	0
chr9:42297507-42376881	chr9	42297507	42376881	79374	5	gain	sibling_only	5	0	1	1	False	0
chr9:74683853-74787693	chr9	74683853	74787693	103840	5	gain	linear_nested	5	1	0	2	False	0
chr9:97365646-97480757	chr9	97365646	97480757	115111	5	gain	linear_nested	5	1	0	2	False	0
chr9:99781706-99837041	chr9	99781706	99837041	55335	5	gain	linear_nested	4	1	0	2	False	0
chr9:101211793-101310641	chr9	101211793	101310641	98848	5	gain	linear_nested	5	1	0	2	False	0
chr9:130928898-131030810	chr9	130928898	131030810	101912	5	gain	sibling_only	5	0	1	1	False	0
chr9:135063753-135175948	chr9	135063753	135175948	112195	5	gain	linear_nested	5	1	0	2	False	0
chr10:4402925-4417857	chr10	4402925	4417857	14932	5	loh	linear_nested	2	1	0	2	False	1
chr10:44732105-44829843	chr10	44732105	44829843	97738	5	gain	sibling_only	5	0	1	1	False	0
chr10:48184338-48265267	chr10	48184338	48265267	80929	5	gain	linear_nested	4	1	0	2	False	0
chr10:51378213-51463667	chr10	51378213	51463667	85454	5	gain	sibling_only	5	0	1	1	False	0
chr10:88260241-88307715	chr10	88260241	88307715	47474	5	loh	linear_nested	2	1	0	2	False	0
chr11:64625649-64692949	chr11	64625649	64692949	67300	5	gain	linear_nested	4	1	0	2	False	0
chr11:78234045-78296205	chr11	78234045	78296205	62160	5	loh	linear_nested	4	1	0	2	False	0
chr11:89175769-89192160	chr11	89175769	89192160	16391	5	loh	sibling_only	2	0	1	1	False	1
chr11:95327838-95373311	chr11	95327838	95373311	45473	5	loh	linear_nested	3	1	0	2	False	0
chr12:2768473-2894563	chr12	2768473	2894563	126090	5	gain	sibling_only	5	0	1	1	False	0
chr12:7676901-7761142	chr12	7676901	7761142	84241	5	gain	sibling_only	5	0	1	1	False	0
chr12:61136099-61212187	chr12	61136099	61212187	76088	5	loh	sibling_only	5	0	1	1	False	0
chr13:32315128-32345630	chr13	32315128	32345630	30502	5	gain	linear_nested	3	1	0	2	False	0
chr13:33654676-33751138	chr13	33654676	33751138	96462	5	gain	linear_nested	5	1	0	2	False	0
chr13:36171515-36236267	chr13	36171515	36236267	64752	5	gain	linear_nested	5	1	0	2	False	0
chr13:88227322-88344845	chr13	88227322	88344845	117523	5	loh	sibling_only	5	0	1	1	False	0
chr13:113738796-113797273	chr13	113738796	113797273	58477	5	loh	linear_nested	4	1	0	2	False	0
chr14:26447828-26516757	chr14	26447828	26516757	68929	5	gain	linear_nested	4	1	0	2	False	0
chr14:32416108-32514468	chr14	32416108	32514468	98360	5	gain	linear_nested	5	1	0	2	False	0
chr14:33894611-33947107	chr14	33894611	33947107	52496	5	gain	linear_nested	4	1	0	2	False	0
chr14:40406676-40525680	chr14	40406676	40525680	119004	5	loh	sibling_only	5	0	1	1	False	0
chr14:41171501-41274805	chr14	41171501	41274805	103304	5	loh	sibling_only	5	0	1	1	False	0
chr14:54698996-54776354	chr14	54698996	54776354	77358	5	gain	linear_nested	5	1	0	2	False	0
chr14:58698637-58753045	chr14	58698637	58753045	54408	5	gain	linear_nested	4	1	0	2	False	0
chr14:87714902-87780845	chr14	87714902	87780845	65943	5	gain	linear_nested	4	1	0	2	False	0
chr15:73888523-73993981	chr15	73888523	73993981	105458	5	gain	linear_nested	5	1	0	2	False	0
chr15:78446749-78559382	chr15	78446749	78559382	112633	5	gain	linear_nested	5	1	0	2	False	0
chr15:80120246-80187973	chr15	80120246	80187973	67727	5	gain	linear_nested	5	1	0	2	False	0
chr15:90605401-90703159	chr15	90605401	90703159	97758	5	gain	linear_nested	5	1	0	2	False	0
chr15:99670463-99729894	chr15	99670463	99729894	59431	5	gain	sibling_only	3	0	1	1	False	0
chr16:20098188-20135365	chr16	20098188	20135365	37177	5	gain	linear_nested	5	1	0	2	False	1
chr16:26141020-26228521	chr16	26141020	26228521	87501	5	gain	linear_nested	4	1	0	2	False	0
chr16:26911253-26997355	chr16	26911253	26997355	86102	5	gain	linear_nested	5	1	0	2	False	0
chr17:12987458-13105301	chr17	12987458	13105301	117843	5	gain	sibling_only	5	0	1	1	False	0
chr17:13578542-13702470	chr17	13578542	13702470	123928	5	gain	sibling_only	5	0	1	1	False	0
chr18:44022041-44111824	chr18	44022041	44111824	89783	5	gain	sibling_only	5	0	1	1	False	0
chr18:50471168-50547316	chr18	50471168	50547316	76148	5	gain	sibling_only	5	0	1	1	False	0
chr18:78131673-78213716	chr18	78131673	78213716	82043	5	loss	linear_nested	4	1	0	2	False	0
chr18:79666556-79714627	chr18	79666556	79714627	48071	5	loss	sibling_only	5	0	1	1	False	0
chr19:669807-735309	chr19	669807	735309	65502	5	loh	sibling_only	5	0	1	1	False	0
chr19:16554176-16648240	chr19	16554176	16648240	94064	5	gain	linear_nested	3	1	0	2	False	0
chr19:28733355-28818193	chr19	28733355	28818193	84838	5	gain	linear_nested	5	1	0	2	False	0
chr19:28920009-28984533	chr19	28920009	28984533	64524	5	gain	linear_nested	5	1	0	2	False	0
chr19:31274215-31321486	chr19	31274215	31321486	47271	5	gain	sibling_only	5	0	1	1	False	0
chr19:36825118-36910065	chr19	36825118	36910065	84947	5	gain	linear_nested	5	1	0	2	False	0
chr20:5168677-5230492	chr20	5168677	5230492	61815	5	gain	linear_nested	5	1	0	2	False	0
chr20:20867938-20950598	chr20	20867938	20950598	82660	5	gain	linear_nested	5	1	0	2	False	0
chr21:21281441-21344516	chr21	21281441	21344516	63075	5	neutral	linear_nested	5	1	0	2	False	0
chr21:34189941-34279450	chr21	34189941	34279450	89509	5	neutral	linear_nested	3	1	0	2	False	0
chr21:41576754-41651606	chr21	41576754	41651606	74852	5	neutral	linear_nested	4	1	0	2	False	0
chr22:48250577-48371543	chr22	48250577	48371543	120966	5	gain	linear_nested	5	1	0	2	False	0
chr1:1320793-1379094	chr1	1320793	1379094	58301	4	loh	linear_nested	2	1	0	2	False	0
chr1:4842433-4911698	chr1	4842433	4911698	69265	4	loh	linear_nested	4	1	0	2	False	0
chr1:36566505-36624094	chr1	36566505	36624094	57589	4	gain	linear_nested	4	1	0	2	False	0
chr1:46654677-46679474	chr1	46654677	46679474	24797	4	gain	sibling_only	2	0	1	1	False	1
chr1:70395239-70448441	chr1	70395239	70448441	53202	4	loss	linear_nested	4	1	0	2	False	0
